N,V,N_dv_0,V_dv_0,N_dn_0,V_dn_0,Ndt,Vdt,N_y_dt,V_x_dt
0.0586111,,,,,,,,,
0.0586444,,,,,,,,,
0.0586778,,,,,,,,,
0.0587111,,,,,,,,,
0.0587444,,,,,,,,,
0.0587778,,,,,,,,,
0.0588111,,,,,,,,,
0.0588444,,,,,,,,,
0.0588778,,,,,,,,,
0.0589111,,,,,,,,,
0.0589444,,,,,,,,,
0.0589778,,,,,,,,,
0.0590111,,,,,,,,,
0.0590444,,,,,,,,,
0.0590778,,,,,,,,,
0.0591111,,,,,,,,,
0.0591444,,,,,,,,,
0.0591778,,,,,,,,,
0.0592111,,,,,,,,,
0.0592444,,,,,,,,,
0.0592778,,,,,,,,,
0.0593111,,,,,,,,,
0.0593444,,,,,,,,,
0.0593778,,,,,,,,,
0.0594111,,,,,,,,,
0.0594444,,,,,,,,,
0.0594778,,,,,,,,,
0.0595111,,,,,,,,,
0.0595444,,,,,,,,,
0.0595778,,,,,,,,,
0.0596111,,,,,,,,,
0.0596444,,,,,,,,,
0.0596778,,,,,,,,,
0.0597111,,,,,,,,,
0.0597444,,,,,,,,,
0.0597778,,,,,,,,,
0.0598111,,,,,,,,,
0.0598444,,,,,,,,,
0.0598778,,,,,,,,,
0.0599111,,,,,,,,,
0.0599444,,,,,,,,,
0.0599778,,,,,,,,,
0.0600111,,,,,,,,,
0.0600444,,,,,,,,,
0.0600778,,,,,,,,,
0.0601111,,,,,,,,,
0.0601444,,,,,,,,,
0.0601778,,,,,,,,,
0.0602111,,,,,,,,,
0.0602444,,,,,,,,,
0.0602778,,,,,,,,,
0.0603111,,,,,,,,,
0.0603444,,,,,,,,,
0.0603778,,,,,,,,,
0.0604111,,,,,,,,,
0.0604444,,,,,,,,,
0.0604778,,,,,,,,,
0.0605111,,,,,,,,,
0.0605444,,,,,,,,,
0.0605778,,,,,,,,,
0.0606111,,,,,,,,,
0.0606444,,,,,,,,,
0.0606778,,,,,,,,,
0.0607111,,,,,,,,,
0.0607444,,,,,,,,,
0.0607778,,,,,,,,,
0.0608111,,,,,,,,,
0.0608444,,,,,,,,,
0.0608778,,,,,,,,,
0.0609111,,,,,,,,,
0.0609444,,,,,,,,,
0.0609778,,,,,,,,,
0.0610111,,,,,,,,,
0.0610444,,,,,,,,,
0.0610778,,,,,,,,,
0.0611111,,,,,,,,,
0.0611444,,,,,,,,,
0.0611778,,,,,,,,,
0.0612111,,,,,,,,,
0.0612444,,,,,,,,,
0.0612778,,,,,,,,,
0.0613111,,,,,,,,,
0.0613444,,,,,,,,,
0.0613778,,,,,,,,,
0.0614111,,,,,,,,,
0.0614444,,,,,,,,,
0.0614778,,,,,,,,,
0.0615111,,,,,,,,,
0.0615444,,,,,,,,,
0.0615778,,,,,,,,,
0.0616111,,,,,,,,,
0.0616444,,,,,,,,,
0.0616778,,,,,,,,,
0.0617111,,,,,,,,,
0.0617444,,,,,,,,,
0.0617778,,,,,,,,,
0.0618111,,,,,,,,,
0.0618444,,,,,,,,,
0.0618778,,,,,,,,,
0.0619111,,,,,,,,,
0.0619444,,,,,,,,,
0.0619778,,,,,,,,,
0.0620111,,,,,,,,,
0.0620444,,,,,,,,,
0.0620778,,,,,,,,,
0.0621111,,,,,,,,,
0.0621444,,,,,,,,,
0.0621778,,,,,,,,,
0.0622111,,,,,,,,,
0.0622444,,,,,,,,,
0.0622778,,,,,,,,,
0.0623111,,,,,,,,,
0.0623444,,,,,,,,,
0.0623778,,,,,,,,,
0.0624111,,,,,,,,,
0.0624444,,,,,,,,,
0.0624778,,,,,,,,,
0.0625111,,,,,,,,,
0.0625444,,,,,,,,,
0.0625778,,,,,,,,,
0.0626111,,,,,,,,,
0.0626444,,,,,,,,,
0.0626778,,,,,,,,,
0.0627111,,,,,,,,,
0.0627444,,,,,,,,,
0.0627778,,,,,,,,,
0.0628111,,,,,,,,,
0.0628444,,,,,,,,,
0.0628778,,,,,,,,,
0.0629111,,,,,,,,,
0.0629444,,,,,,,,,
0.0629778,,,,,,,,,
0.0630111,,,,,,,,,
0.0630444,,,,,,,,,
0.0630778,,,,,,,,,
0.0631111,,,,,,,,,
0.0631444,,,,,,,,,
0.0631778,,,,,,,,,
0.0632111,,,,,,,,,
0.0632444,,,,,,,,,
0.0632778,,,,,,,,,
0.0633111,,,,,,,,,
0.0633444,,,,,,,,,
0.0633778,,,,,,,,,
0.0634111,,,,,,,,,
0.0634444,,,,,,,,,
0.0634778,,,,,,,,,
0.0635111,,,,,,,,,
0.0635444,,,,,,,,,
0.0635778,,,,,,,,,
0.0636111,,,,,,,,,
0.0636444,,,,,,,,,
0.0636778,,,,,,,,,
0.0637111,,,,,,,,,
0.0637444,,,,,,,,,
0.0637778,,,,,,,,,
0.0638111,,,,,,,,,
0.0638444,,,,,,,,,
0.0638778,,,,,,,,,
0.0639111,,,,,,,,,
0.0639444,,,,,,,,,
0.0639778,,,,,,,,,
0.0640111,,,,,,,,,
0.0640444,,,,,,,,,
0.0640778,,,,,,,,,
0.0641111,,,,,,,,,
0.0641444,,,,,,,,,
0.0641778,,,,,,,,,
0.0642111,,,,,,,,,
0.0642444,,,,,,,,,
0.0642778,,,,,,,,,
0.0643111,,,,,,,,,
0.0643444,,,,,,,,,
0.0643778,,,,,,,,,
0.0644111,,,,,,,,,
0.0644444,,,,,,,,,
0.0644778,,,,,,,,,
0.0645111,,,,,,,,,
0.0645444,,,,,,,,,
0.0645778,,,,,,,,,
0.0646111,,,,,,,,,
0.0646444,,,,,,,,,
0.0646778,,,,,,,,,
0.0647111,,,,,,,,,
0.0647444,,,,,,,,,
0.0647778,,,,,,,,,
0.0648111,,,,,,,,,
0.0648444,,,,,,,,,
0.0648778,,,,,,,,,
0.0649111,,,,,,,,,
0.0649444,,,,,,,,,
0.0649778,,,,,,,,,
0.0650111,,,,,,,,,
0.0650444,,,,,,,,,
0.0650778,,,,,,,,,
0.0651111,,,,,,,,,
0.0651444,,,,,,,,,
0.0651778,,,,,,,,,
0.0652111,,,,,,,,,
0.0652444,,,,,,,,,
0.0652778,,,,,,,,,
0.0653111,,,,,,,,,
0.0653444,,,,,,,,,
0.0653778,,,,,,,,,
0.0654111,,,,,,,,,
0.0654444,,,,,,,,,
0.0654778,,,,,,,,,
0.0655111,,,,,,,,,
0.0655444,,,,,,,,,
0.0655778,,,,,,,,,
0.0656111,,,,,,,,,
0.0656444,,,,,,,,,
0.0656778,,,,,,,,,
0.0657111,,,,,,,,,
0.0657444,,,,,,,,,
0.0657778,,,,,,,,,
0.0658111,,,,,,,,,
0.0658444,,,,,,,,,
0.0658778,,,,,,,,,
0.0659111,,,,,,,,,
0.0659444,,,,,,,,,
0.0659778,,,,,,,,,
0.0660111,,,,,,,,,
0.0660444,,,,,,,,,
0.0660778,,,,,,,,,
0.0661111,,,,,,,,,
0.0661444,,,,,,,,,
0.0661778,,,,,,,,,
0.0662111,,,,,,,,,
0.0662444,,,,,,,,,
0.0662778,,,,,,,,,
0.0663111,,,,,,,,,
0.0663444,,,,,,,,,
0.0663778,,,,,,,,,
0.0664111,,,,,,,,,
0.0664444,,,,,,,,,
0.0664778,,,,,,,,,
0.0665111,,,,,,,,,
0.0665444,,,,,,,,,
0.0665778,,,,,,,,,
0.0666111,,,,,,,,,
0.0666444,,,,,,,,,
0.0666778,,,,,,,,,
0.0667111,,,,,,,,,
0.0667444,,,,,,,,,
0.0667778,,,,,,,,,
0.0668111,,,,,,,,,
0.0668444,,,,,,,,,
0.0668778,,,,,,,,,
0.0669111,,,,,,,,,
0.0669444,,,,,,,,,
0.0669778,,,,,,,,,
0.0670111,,,,,,,,,
0.0670444,,,,,,,,,
0.0670778,,,,,,,,,
0.0671111,,,,,,,,,
0.0671444,,,,,,,,,
0.0671778,,,,,,,,,
0.0672111,,,,,,,,,
0.0672444,,,,,,,,,
0.0672778,,,,,,,,,
0.0673111,,,,,,,,,
0.0673444,,,,,,,,,
0.0673778,,,,,,,,,
0.0674111,,,,,,,,,
0.0674444,,,,,,,,,
0.0674778,,,,,,,,,
0.0675111,,,,,,,,,
0.0675444,,,,,,,,,
0.0675778,,,,,,,,,
0.0676111,,,,,,,,,
0.0676444,,,,,,,,,
0.0676778,,,,,,,,,
0.0677111,,,,,,,,,
0.0677444,,,,,,,,,
0.0677778,,,,,,,,,
0.0678111,,,,,,,,,
0.0678444,,,,,,,,,
0.0678778,,,,,,,,,
0.0679111,,,,,,,,,
0.0679444,,,,,,,,,
0.0679778,,,,,,,,,
0.0680111,,,,,,,,,
0.0680444,,,,,,,,,
0.0680778,,,,,,,,,
0.0681111,,,,,,,,,
0.0681444,,,,,,,,,
0.0681778,,,,,,,,,
0.0682111,,,,,,,,,
0.0682444,,,,,,,,,
0.0682778,,,,,,,,,
0.0683111,,,,,,,,,
0.0683444,,,,,,,,,
0.0683778,,,,,,,,,
0.0684111,,,,,,,,,
0.0684444,,,,,,,,,
0.0684778,,,,,,,,,
0.0685111,,,,,,,,,
0.0685444,,,,,,,,,
0.0685778,,,,,,,,,
0.0686111,,,,,,,,,
0.0686444,,,,,,,,,
0.0686778,,,,,,,,,
0.0687111,,,,,,,,,
0.0687444,,,,,,,,,
0.0687778,,,,,,,,,
0.0688111,,,,,,,,,
0.0688444,,,,,,,,,
0.0688778,,,,,,,,,
0.0689111,,,,,,,,,
0.0689444,,,,,,,,,
0.0689778,,,,,,,,,
0.0690111,,,,,,,,,
0.0690444,,,,,,,,,
0.0690778,,,,,,,,,
0.0691111,,,,,,,,,
0.0691444,,,,,,,,,
0.0691778,,,,,,,,,
0.0692111,,,,,,,,,
0.0692444,,,,,,,,,
0.0692778,,,,,,,,,
0.0693111,,,,,,,,,
0.0693444,,,,,,,,,
0.0693778,,,,,,,,,
0.0694111,,,,,,,,,
0.0694444,,,,,,,,,
0.0694778,,,,,,,,,
0.0695111,,,,,,,,,
0.0695444,,,,,,,,,
0.0695778,,,,,,,,,
0.0696111,,,,,,,,,
0.0696444,,,,,,,,,
0.0696778,,,,,,,,,
0.0697111,,,,,,,,,
0.0697444,,,,,,,,,
0.0697778,,,,,,,,,
0.0698111,,,,,,,,,
0.0698444,,,,,,,,,
0.0698778,,,,,,,,,
0.0699111,,,,,,,,,
0.0699444,,,,,,,,,
0.0699778,,,,,,,,,
0.0700111,,,,,,,,,
0.0700444,,,,,,,,,
0.0700778,,,,,,,,,
0.0701111,,,,,,,,,
0.0701444,,,,,,,,,
0.0701778,,,,,,,,,
0.0702111,,,,,,,,,
0.0702444,,,,,,,,,
0.0702778,,,,,,,,,
0.0703111,,,,,,,,,
0.0703444,,,,,,,,,
0.0703778,,,,,,,,,
0.0704111,,,,,,,,,
0.0704444,,,,,,,,,
0.0704778,,,,,,,,,
0.0705111,,,,,,,,,
0.0705444,,,,,,,,,
0.0705778,,,,,,,,,
0.0706111,,,,,,,,,
0.0706444,,,,,,,,,
0.0706778,,,,,,,,,
0.0707111,,,,,,,,,
0.0707444,,,,,,,,,
0.0707778,,,,,,,,,
0.0708111,,,,,,,,,
0.0708444,,,,,,,,,
0.0708778,,,,,,,,,
0.0709111,,,,,,,,,
0.0709444,,,,,,,,,
0.0709778,,,,,,,,,
0.0710111,,,,,,,,,
0.0710444,,,,,,,,,
0.0710778,,,,,,,,,
0.0711111,,,,,,,,,
0.0711444,,,,,,,,,
0.0711778,,,,,,,,,
0.0712111,,,,,,,,,
0.0712444,,,,,,,,,
0.0712778,,,,,,,,,
0.0713111,,,,,,,,,
0.0713444,,,,,,,,,
0.0713778,,,,,,,,,
0.0714111,,,,,,,,,
0.0714444,,,,,,,,,
0.0714778,,,,,,,,,
0.0715111,,,,,,,,,
0.0715444,,,,,,,,,
0.0715778,,,,,,,,,
0.0716111,,,,,,,,,
0.0716444,,,,,,,,,
0.0716778,,,,,,,,,
0.0717111,,,,,,,,,
0.0717444,,,,,,,,,
0.0717778,,,,,,,,,
0.0718111,,,,,,,,,
0.0718444,,,,,,,,,
0.0718778,,,,,,,,,
0.0719111,,,,,,,,,
0.0719444,,,,,,,,,
0.0719778,,,,,,,,,
0.0720111,,,,,,,,,
0.0720444,,,,,,,,,
0.0720778,,,,,,,,,
0.0721111,,,,,,,,,
0.0721444,,,,,,,,,
0.0721778,,,,,,,,,
0.0722111,,,,,,,,,
0.0722444,,,,,,,,,
0.0722778,,,,,,,,,
0.0723111,,,,,,,,,
0.0723444,,,,,,,,,
0.0723778,,,,,,,,,
0.0724111,,,,,,,,,
0.0724444,,,,,,,,,
0.0724778,,,,,,,,,
0.0725111,,,,,,,,,
0.0725444,,,,,,,,,
0.0725778,,,,,,,,,
0.0726111,,,,,,,,,
0.0726444,,,,,,,,,
0.0726778,,,,,,,,,
0.0727111,,,,,,,,,
0.0727444,,,,,,,,,
0.0727778,,,,,,,,,
0.0728111,,,,,,,,,
0.0728444,,,,,,,,,
0.0728778,,,,,,,,,
0.0729111,,,,,,,,,
0.0729444,,,,,,,,,
0.0729778,,,,,,,,,
0.0730111,,,,,,,,,
0.0730444,,,,,,,,,
0.0730778,,,,,,,,,
0.0731111,,,,,,,,,
0.0731444,,,,,,,,,
0.0731778,,,,,,,,,
0.0732111,,,,,,,,,
0.0732444,,,,,,,,,
0.0732778,,,,,,,,,
0.0733111,,,,,,,,,
0.0733444,,,,,,,,,
0.0733778,,,,,,,,,
0.0734111,,,,,,,,,
0.0734444,,,,,,,,,
0.0734778,,,,,,,,,
0.0735111,,,,,,,,,
0.0735444,,,,,,,,,
0.0735778,,,,,,,,,
0.0736111,,,,,,,,,
0.0736444,,,,,,,,,
0.0736778,,,,,,,,,
0.0737111,,,,,,,,,
0.0737444,,,,,,,,,
0.0737778,,,,,,,,,
0.0738111,,,,,,,,,
0.0738444,,,,,,,,,
0.0738778,,,,,,,,,
0.0739111,,,,,,,,,
0.0739444,,,,,,,,,
0.0739778,,,,,,,,,
0.0740111,,,,,,,,,
0.0740444,,,,,,,,,
0.0740778,,,,,,,,,
0.0741111,,,,,,,,,
0.0741444,,,,,,,,,
0.0741778,,,,,,,,,
0.0742111,,,,,,,,,
0.0742444,,,,,,,,,
0.0742778,,,,,,,,,
0.0743111,,,,,,,,,
0.0743444,,,,,,,,,
0.0743778,,,,,,,,,
0.0744111,,,,,,,,,
0.0744444,,,,,,,,,
0.0744778,,,,,,,,,
0.0745111,,,,,,,,,
0.0745444,,,,,,,,,
0.0745778,,,,,,,,,
0.0746111,,,,,,,,,
0.0746444,,,,,,,,,
0.0746778,,,,,,,,,
0.0747111,,,,,,,,,
0.0747444,,,,,,,,,
0.0747778,,,,,,,,,
0.0748111,,,,,,,,,
0.0748444,,,,,,,,,
0.0748778,,,,,,,,,
0.0749111,,,,,,,,,
0.0749444,,,,,,,,,
0.0749778,,,,,,,,,
0.0750111,,,,,,,,,
0.0750444,,,,,,,,,
0.0750778,,,,,,,,,
0.0751111,,,,,,,,,
0.0751444,,,,,,,,,
0.0751778,,,,,,,,,
0.0752111,,,,,,,,,
0.0752444,,,,,,,,,
0.0752778,,,,,,,,,
0.0753111,,,,,,,,,
0.0753444,,,,,,,,,
0.0753778,,,,,,,,,
0.0754111,,,,,,,,,
0.0754444,,,,,,,,,
0.0754778,,,,,,,,,
0.0755111,,,,,,,,,
0.0755444,,,,,,,,,
0.0755778,,,,,,,,,
0.0756111,,,,,,,,,
0.0756444,,,,,,,,,
0.0756778,,,,,,,,,
0.0757111,,,,,,,,,
0.0757444,,,,,,,,,
0.0757778,,,,,,,,,
0.0758111,,,,,,,,,
0.0758444,,,,,,,,,
0.0758778,,,,,,,,,
0.0759111,,,,,,,,,
0.0759444,,,,,,,,,
0.0759778,,,,,,,,,
0.0760111,,,,,,,,,
0.0760444,,,,,,,,,
0.0760778,,,,,,,,,
0.0761111,,,,,,,,,
0.0761444,,,,,,,,,
0.0761778,,,,,,,,,
0.0762111,,,,,,,,,
0.0762444,,,,,,,,,
0.0762778,,,,,,,,,
0.0763111,,,,,,,,,
0.0763444,,,,,,,,,
0.0763778,,,,,,,,,
0.0764111,,,,,,,,,
0.0764444,,,,,,,,,
0.0764778,,,,,,,,,
0.0765111,,,,,,,,,
0.0765444,,,,,,,,,
0.0765778,,,,,,,,,
0.0766111,,,,,,,,,
0.0766444,,,,,,,,,
0.0766778,,,,,,,,,
0.0767111,,,,,,,,,
0.0767444,,,,,,,,,
0.0767778,,,,,,,,,
0.0768111,,,,,,,,,
0.0768444,,,,,,,,,
0.0768778,,,,,,,,,
0.0769111,,,,,,,,,
0.0769444,,,,,,,,,
0.0769778,,,,,,,,,
0.0770111,,,,,,,,,
0.0770444,,,,,,,,,
0.0770778,,,,,,,,,
0.0771111,,,,,,,,,
0.0771444,,,,,,,,,
0.0771778,,,,,,,,,
0.0772111,,,,,,,,,
0.0772444,,,,,,,,,
0.0772778,,,,,,,,,
0.0773111,,,,,,,,,
0.0773444,,,,,,,,,
0.0773778,,,,,,,,,
0.0774111,,,,,,,,,
0.0774444,,,,,,,,,
0.0774778,,,,,,,,,
0.0775111,,,,,,,,,
0.0775444,,,,,,,,,
0.0775778,,,,,,,,,
0.0776111,,,,,,,,,
0.0776444,,,,,,,,,
0.0776778,,,,,,,,,
0.0777111,,,,,,,,,
0.0777444,,,,,,,,,
0.0777778,,,,,,,,,
0.0778111,,,,,,,,,
0.0778444,,,,,,,,,
0.0778778,,,,,,,,,
0.0779111,,,,,,,,,
0.0779444,,,,,,,,,
0.0779778,,,,,,,,,
0.0780111,,,,,,,,,
0.0780444,,,,,,,,,
0.0780778,,,,,,,,,
0.0781111,,,,,,,,,
0.0781444,,,,,,,,,
0.0781778,,,,,,,,,
0.0782111,,,,,,,,,
0.0782444,,,,,,,,,
0.0782778,,,,,,,,,
0.0783111,,,,,,,,,
0.0783444,,,,,,,,,
0.0783778,,,,,,,,,
0.0784111,,,,,,,,,
0.0784444,,,,,,,,,
0.0784778,,,,,,,,,
0.0785111,,,,,,,,,
0.0785444,,,,,,,,,
0.0785778,,,,,,,,,
0.0786111,,,,,,,,,
0.0786444,,,,,,,,,
0.0786778,,,,,,,,,
0.0787111,,,,,,,,,
0.0787444,,,,,,,,,
0.0787778,,,,,,,,,
0.0788111,,,,,,,,,
0.0788444,,,,,,,,,
0.0788778,,,,,,,,,
0.0789111,,,,,,,,,
0.0789444,,,,,,,,,
0.0789778,,,,,,,,,
0.0790111,,,,,,,,,
0.0790444,,,,,,,,,
0.0790778,,,,,,,,,
0.0791111,,,,,,,,,
0.0791444,,,,,,,,,
0.0791778,,,,,,,,,
0.0792111,,,,,,,,,
0.0792444,,,,,,,,,
0.0792778,,,,,,,,,
0.0793111,,,,,,,,,
0.0793444,,,,,,,,,
0.0793778,,,,,,,,,
0.0794111,,,,,,,,,
0.0794444,,,,,,,,,
0.0794778,,,,,,,,,
0.0795111,,,,,,,,,
0.0795444,,,,,,,,,
0.0795778,,,,,,,,,
0.0796111,,,,,,,,,
0.0796444,,,,,,,,,
0.0796778,,,,,,,,,
0.0797111,,,,,,,,,
0.0797444,,,,,,,,,
0.0797778,,,,,,,,,
0.0798111,,,,,,,,,
0.0798444,,,,,,,,,
0.0798778,,,,,,,,,
0.0799111,,,,,,,,,
0.0799444,,,,,,,,,
0.0799778,,,,,,,,,
0.0800111,,,,,,,,,
0.0800444,,,,,,,,,
0.0800778,,,,,,,,,
0.0801111,,,,,,,,,
0.0801444,,,,,,,,,
0.0801778,,,,,,,,,
0.0802111,,,,,,,,,
0.0802444,,,,,,,,,
0.0802778,,,,,,,,,
0.0803111,,,,,,,,,
0.0803444,,,,,,,,,
0.0803778,,,,,,,,,
0.0804111,,,,,,,,,
0.0804444,,,,,,,,,
0.0804778,,,,,,,,,
0.0805111,,,,,,,,,
0.0805444,,,,,,,,,
0.0805778,,,,,,,,,
0.0806111,,,,,,,,,
0.0806444,,,,,,,,,
0.0806778,,,,,,,,,
0.0807111,,,,,,,,,
0.0807444,,,,,,,,,
0.0807778,,,,,,,,,
0.0808111,,,,,,,,,
0.0808444,,,,,,,,,
0.0808778,,,,,,,,,
0.0809111,,,,,,,,,
0.0809444,,,,,,,,,
0.0809778,,,,,,,,,
0.0810111,,,,,,,,,
0.0810444,,,,,,,,,
0.0810778,,,,,,,,,
0.0811111,,,,,,,,,
0.0811444,,,,,,,,,
0.0811778,,,,,,,,,
0.0812111,,,,,,,,,
0.0812444,,,,,,,,,
0.0812778,,,,,,,,,
0.0813111,,,,,,,,,
0.0813444,,,,,,,,,
0.0813778,,,,,,,,,
0.0814111,,,,,,,,,
0.0814444,,,,,,,,,
0.0814778,,,,,,,,,
0.0815111,,,,,,,,,
0.0815444,,,,,,,,,
0.0815778,,,,,,,,,
0.0816111,,,,,,,,,
0.0816444,,,,,,,,,
0.0816778,,,,,,,,,
0.0817111,,,,,,,,,
0.0817444,,,,,,,,,
0.0817778,,,,,,,,,
0.0818111,,,,,,,,,
0.0818444,,,,,,,,,
0.0818778,,,,,,,,,
0.0819111,,,,,,,,,
0.0819444,,,,,,,,,
0.0819778,,,,,,,,,
0.0820111,,,,,,,,,
0.0820444,,,,,,,,,
0.0820778,,,,,,,,,
0.0821111,,,,,,,,,
0.0821444,,,,,,,,,
0.0821778,,,,,,,,,
0.0822111,,,,,,,,,
0.0822444,,,,,,,,,
0.0822778,,,,,,,,,
0.0823111,,,,,,,,,
0.0823444,,,,,,,,,
0.0823778,,,,,,,,,
0.0824111,,,,,,,,,
0.0824444,,,,,,,,,
0.0824778,,,,,,,,,
0.0825111,,,,,,,,,
0.0825444,,,,,,,,,
0.0825778,,,,,,,,,
0.0826111,,,,,,,,,
0.0826444,,,,,,,,,
0.0826778,,,,,,,,,
0.0827111,,,,,,,,,
0.0827444,,,,,,,,,
0.0827778,,,,,,,,,
0.0828111,,,,,,,,,
0.0828444,,,,,,,,,
0.0828778,,,,,,,,,
0.0829111,,,,,,,,,
0.0829444,,,,,,,,,
0.0829778,,,,,,,,,
0.0830111,,,,,,,,,
0.0830444,,,,,,,,,
0.0830778,,,,,,,,,
0.0831111,,,,,,,,,
0.0831444,,,,,,,,,
0.0831778,,,,,,,,,
0.0832111,,,,,,,,,
0.0832444,,,,,,,,,
0.0832778,,,,,,,,,
0.0833111,,,,,,,,,
0.0833444,,,,,,,,,
0.0833778,,,,,,,,,
0.0834111,,,,,,,,,
0.0834444,,,,,,,,,
0.0834778,,,,,,,,,
0.0835111,,,,,,,,,
0.0835444,,,,,,,,,
0.0835778,,,,,,,,,
0.0836111,,,,,,,,,
0.0836444,,,,,,,,,
0.0836778,,,,,,,,,
0.0837111,,,,,,,,,
0.0837444,,,,,,,,,
0.0837778,,,,,,,,,
0.0838111,,,,,,,,,
0.0838444,,,,,,,,,
0.0838778,,,,,,,,,
0.0839111,,,,,,,,,
0.0839444,,,,,,,,,
0.0839778,,,,,,,,,
0.0840111,,,,,,,,,
0.0840444,,,,,,,,,
0.0840778,,,,,,,,,
0.0841111,,,,,,,,,
0.0841444,,,,,,,,,
0.0841778,,,,,,,,,
0.0842111,,,,,,,,,
0.0842444,,,,,,,,,
0.0842778,,,,,,,,,
0.0843111,,,,,,,,,
0.0843444,,,,,,,,,
0.0843778,,,,,,,,,
0.0844111,,,,,,,,,
0.0844444,,,,,,,,,
0.0844778,,,,,,,,,
0.0845111,,,,,,,,,
0.0845444,,,,,,,,,
0.0845778,,,,,,,,,
0.0846111,,,,,,,,,
0.0846444,,,,,,,,,
0.0846778,,,,,,,,,
0.0847111,,,,,,,,,
0.0847444,,,,,,,,,
0.0847778,,,,,,,,,
0.0848111,,,,,,,,,
0.0848444,,,,,,,,,
0.0848778,,,,,,,,,
0.0849111,,,,,,,,,
0.0849444,,,,,,,,,
0.0849778,,,,,,,,,
0.0850111,,,,,,,,,
0.0850444,,,,,,,,,
0.0850778,,,,,,,,,
0.0851111,,,,,,,,,
0.0851444,,,,,,,,,
0.0851778,,,,,,,,,
0.0852111,,,,,,,,,
0.0852444,,,,,,,,,
0.0852778,,,,,,,,,
0.0853111,,,,,,,,,
0.0853444,,,,,,,,,
0.0853778,,,,,,,,,
0.0854111,,,,,,,,,
0.0854444,,,,,,,,,
0.0854778,,,,,,,,,
0.0855111,,,,,,,,,
0.0855444,,,,,,,,,
0.0855778,,,,,,,,,
0.0856111,,,,,,,,,
0.0856444,,,,,,,,,
0.0856778,,,,,,,,,
0.0857111,,,,,,,,,
0.0857444,,,,,,,,,
0.0857778,,,,,,,,,
0.0858111,,,,,,,,,
0.0858444,,,,,,,,,
0.0858778,,,,,,,,,
0.0859111,,,,,,,,,
0.0859444,,,,,,,,,
0.0859778,,,,,,,,,
0.0860111,,,,,,,,,
0.0860444,,,,,,,,,
0.0860778,,,,,,,,,
0.0861111,,,,,,,,,
0.0861444,,,,,,,,,
0.0861778,,,,,,,,,
0.0862111,,,,,,,,,
0.0862444,,,,,,,,,
0.0862778,,,,,,,,,
0.0863111,,,,,,,,,
0.0863444,,,,,,,,,
0.0863778,,,,,,,,,
0.0864111,,,,,,,,,
0.0864444,,,,,,,,,
0.0864778,,,,,,,,,
0.0865111,,,,,,,,,
0.0865444,,,,,,,,,
0.0865778,,,,,,,,,
0.0866111,,,,,,,,,
0.0866444,,,,,,,,,
0.0866778,,,,,,,,,
0.0867111,,,,,,,,,
0.0867444,,,,,,,,,
0.0867778,,,,,,,,,
0.0868111,,,,,,,,,
0.0868444,,,,,,,,,
0.0868778,,,,,,,,,
0.0869111,,,,,,,,,
0.0869444,,,,,,,,,
0.0869778,,,,,,,,,
0.0870111,,,,,,,,,
0.0870444,,,,,,,,,
0.0870778,,,,,,,,,
0.0871111,,,,,,,,,
0.0871444,,,,,,,,,
0.0871778,,,,,,,,,
0.0872111,,,,,,,,,
0.0872444,,,,,,,,,
0.0872778,,,,,,,,,
0.0873111,,,,,,,,,
0.0873444,,,,,,,,,
0.0873778,,,,,,,,,
0.0874111,,,,,,,,,
0.0874444,,,,,,,,,
0.0874778,,,,,,,,,
0.0875111,,,,,,,,,
0.0875444,,,,,,,,,
0.0875778,,,,,,,,,
0.0876111,,,,,,,,,
0.0876444,,,,,,,,,
0.0876778,,,,,,,,,
0.0877111,,,,,,,,,
0.0877444,,,,,,,,,
0.0877778,,,,,,,,,
0.0878111,,,,,,,,,
0.0878444,,,,,,,,,
0.0878778,,,,,,,,,
0.0879111,,,,,,,,,
0.0879444,,,,,,,,,
0.0879778,,,,,,,,,
0.0880111,,,,,,,,,
0.0880444,,,,,,,,,
0.0880778,,,,,,,,,
0.0881111,,,,,,,,,
0.0881444,,,,,,,,,
0.0881778,,,,,,,,,
0.0882111,,,,,,,,,
0.0882444,,,,,,,,,
0.0882778,,,,,,,,,
0.0883111,,,,,,,,,
0.0883444,,,,,,,,,
0.0883778,,,,,,,,,
0.0884111,,,,,,,,,
0.0884444,,,,,,,,,
0.0884778,,,,,,,,,
0.0885111,,,,,,,,,
0.0885444,,,,,,,,,
0.0885778,,,,,,,,,
0.0886111,,,,,,,,,
0.0886444,,,,,,,,,
0.0886778,,,,,,,,,
0.0887111,,,,,,,,,
0.0887444,,,,,,,,,
0.0887778,,,,,,,,,
0.0888111,,,,,,,,,
0.0888444,,,,,,,,,
0.0888778,,,,,,,,,
0.0889111,,,,,,,,,
0.0889444,,,,,,,,,
0.0889778,,,,,,,,,
0.0890111,,,,,,,,,
0.0890444,,,,,,,,,
0.0890778,,,,,,,,,
0.0891111,,,,,,,,,
0.0891444,,,,,,,,,
0.0891778,,,,,,,,,
0.0892111,,,,,,,,,
0.0892444,,,,,,,,,
0.0892778,,,,,,,,,
0.0893111,,,,,,,,,
0.0893444,,,,,,,,,
0.0893778,,,,,,,,,
0.0894111,,,,,,,,,
0.0894444,,,,,,,,,
0.0894778,,,,,,,,,
0.0895111,,,,,,,,,
0.0895444,,,,,,,,,
